XM_031954893.1	PI
XM_031946827.1	PI
XM_023496986.2	I
XM_031959688.1	PI
XM_031946460.1	I
XM_031946985.1	I
XM_023498153.2	I
XM_003759842.4	I
XM_031948500.1	I
XM_031952543.1	PI
XM_003759999.4	I
XM_031939812.1	I
XM_031948786.1	M
XM_012541436.3	I
XM_031948716.1	I
XM_031947068.1	I
XM_031948081.1	I
XM_012541702.2	I
XM_031968135.1	I
XM_003760784.4	I
XM_023497648.2	I
XM_031953888.1	I
XM_031947870.1	I
XM_031956528.1	I
XM_003761813.4	I
XM_003762485.4	I
XM_031948693.1	I
XM_023496340.2	I
XM_031957262.1	I
XM_031946826.1	PI
XM_031945607.1	PI
XM_031937695.1	I
XM_031955586.1	I
XM_031947703.1	I
XM_031952415.1	PI
XM_012541158.3	I
XM_023496291.2	I
XM_031956355.1	PI
XM_012541190.3	I
XM_031948327.1	M
XM_023497536.2	I
XM_003762078.3	I
XM_031945291.1	I
XM_003759877.2	I
XM_031964369.1	I
XM_031959277.1	I
XM_031954691.1	I
XM_031944231.1	I
XM_031947634.1	PI
XM_012541749.3	I
XM_003759584.4	I
XM_031967105.1	I
XM_003761403.4	I
XM_031949211.1	I
XM_023495892.2	I
XM_003759862.3	I
XM_031948499.1	I
XM_031943347.1	I
XM_031948485.1	I
XM_031966659.1	I
XM_031947594.1	I
XM_031958203.1	I
XM_003760591.3	I
XM_031947053.1	I
XM_012542906.3	I
XM_003759686.4	I
XM_031960725.1	I
XM_003760851.4	I
XM_031947357.1	PI
XM_003759485.3	I
XM_003762088.4	PI
XM_031945740.1	I
XM_031948314.1	I
XM_031942855.1	I
XM_031961343.1	I
XM_012541571.3	I
XM_003759917.3	I
XM_012541371.2	I
XM_012542462.3	I
XM_023498280.2	I
XM_031945920.1	I
XM_031946207.1	I
XM_031956487.1	I
XM_031939198.1	I
XM_031956544.1	I
XM_031947524.1	I
XM_031954930.1	I
XM_031946439.1	I
XM_031946066.1	I
XM_031947352.1	I
XM_031945426.1	I
XM_031955135.1	I
XM_031949067.1	I
XM_031961027.1	I
XM_031945687.1	I
XM_031956042.1	I
XM_031939909.1	PI
XM_031946724.1	I
XM_031948207.1	PI
XM_012541376.3	I
XM_031945523.1	I
XM_031947461.1	L
XM_003762665.3	I
XM_031947042.1	I
XM_003760756.4	M
XM_031937204.1	I
XM_031949904.1	I
XM_003761894.4	I
XM_031945748.1	I
XM_031947992.1	I
XM_031946876.1	I
XM_031958402.1	M
XM_003760183.4	I
XM_031952799.1	PI
XM_012541677.3	I
XM_031947649.1	PI
XM_031947049.1	I
XM_031947887.1	I
XM_031945529.1	PI
XM_031945953.1	I
XM_031947295.1	I
XM_012541840.3	I
XM_031948187.1	I
XM_031946148.1	I
XM_012541625.3	I
XM_023497830.2	PI
XM_023498781.2	UL
XM_003762763.4	PI
XM_031967027.1	I
XM_031952009.1	PI
XM_031949050.1	M
XM_031945704.1	I
XM_023497884.2	I
XM_031947038.1	I
XM_023497098.2	PI
XM_031937710.1	I
XM_031947886.1	I
XM_031946915.1	I
XM_031947063.1	I
XM_031945816.1	PI
XM_031948681.1	PI
XM_031946716.1	I
XM_031948838.1	I
XM_023497869.2	I
XM_031945680.1	PI
XM_031945602.1	UL
XM_031945436.1	L
XM_003760692.4	I
XM_031946539.1	I
XM_031956848.1	I
XM_031946502.1	I
XM_031946430.1	I
XM_031956451.1	I
XM_003759501.4	I
XM_031944053.1	UL
XM_031946171.1	I
XM_031959433.1	I
XM_031948941.1	M
XM_031945637.1	I
XM_031948614.1	I
XM_031948640.1	I
XM_003760905.4	UL
XM_023497696.2	I
XM_031956863.1	I
XM_031946820.1	I
XM_003762681.4	I
XM_003760667.4	I
XM_012543188.3	I
XM_031947753.1	PI
XM_031954606.1	UL
XM_031943819.1	I
XM_031948583.1	I
XM_003761772.3	PI
XM_031957264.1	I
XM_031946155.1	I
XM_003762008.4	I
XM_003761889.3	I
XM_031945541.1	I
XM_031947752.1	I
XM_031946530.1	I
XM_031960939.1	I
XM_031945885.1	I
XM_023498165.2	I
XM_031947854.1	PI
XM_023498108.2	I
XM_003759502.3	I
XM_031947860.1	I
XM_031947873.1	I
XM_031948310.1	I
XM_031952730.1	I
XM_023495955.2	I
XM_012541848.3	I
XM_031945772.1	I
XM_012543741.2	I
XM_031946861.1	I
XM_031961949.1	I
XM_031945907.1	I
XM_031958377.1	PI
XM_031945700.1	I
XM_031959543.1	UL
XM_023497721.2	PI
XM_031940382.1	I
XM_023496313.2	I
XM_031946585.1	I
XM_031959403.1	PI
XM_003760322.2	I
XM_031948210.1	I
XM_012548682.3	I
XM_031958209.1	I
XM_003763030.3	I
XM_003759462.4	I
XM_031946582.1	I
XM_023497675.2	I
XM_031947682.1	I
XM_023498118.2	I
XM_031965571.1	I
XM_031947233.1	PI
XM_012541630.3	I
XM_003760655.3	I
XM_023495970.2	I
XM_031950409.1	PI
XM_031946415.1	I
XM_023497649.2	I
XM_031945499.1	UL
XM_031948450.1	PI
XM_012550129.2	I
XM_031947881.1	I
XM_031955181.1	I
XM_003760609.4	I
XM_031949750.1	I
XM_031946534.1	I
XM_031961170.1	I
XM_031946642.1	I
XM_012541479.3	I
XM_031947615.1	I
XM_031948039.1	I
XM_031946772.1	PI
XM_031940120.1	M
XM_012541872.2	I
XM_031945961.1	PI
XM_031947369.1	I
XM_031967787.1	UL
XM_031953285.1	I
XM_031947287.1	I
XM_031947641.1	I
XM_031946563.1	I
XM_031963684.1	I
XM_031946839.1	I
XM_031965408.1	I
XM_031948606.1	I
XM_031937074.1	I
XM_031967743.1	I
XM_003760999.4	I
XM_003760177.4	I
XM_031945902.1	I
XM_031954191.1	I
XM_003762262.4	I
XM_003759906.3	I
XM_031946801.1	I
XM_023497676.2	I
XM_003762425.4	I
XM_031948504.1	I
XM_031945390.1	I
XM_031945979.1	I
XM_031951416.1	PI
XM_031946517.1	I
XM_003761985.4	PI
XM_031948315.1	I
XM_003762630.4	PI
XM_012541488.3	UL
XM_031946015.1	I
XM_031947746.1	UL
XM_031952280.1	PI
XM_012541429.3	I
XM_023496348.2	I
XM_031947530.1	I
XM_031945585.1	I
XM_031945858.1	I
XM_031951447.1	PI
XM_031957862.1	I
XM_023497175.2	I
XM_031947876.1	I
XM_031948033.1	PI
XM_031947709.1	M
XM_003763268.1	M
XM_031958984.1	I
XM_031968144.1	I
XM_023498681.2	I
XM_031947663.1	PI
XM_023498094.2	I
XM_031957577.1	I
XM_031942834.1	I
XM_031948759.1	PI
XM_031954361.1	I
XM_031947092.1	I
XM_031946242.1	I
XM_012541521.2	I
XM_031949040.1	M
XM_031946238.1	I
XM_031948867.1	M
XM_031948802.1	I
XM_031948377.1	PI
XM_031948183.1	PI
XM_012542188.3	PI
XM_031954543.1	I
XM_031943669.1	I
XM_031945685.1	I
XM_031946828.1	I
XM_031946147.1	I
XM_031945702.1	I
XM_023496026.2	I
XM_023496062.2	I
XM_012543329.3	I
XM_031964180.1	I
XM_031945935.1	I
XM_012541690.3	I
XM_031945998.1	I
XM_031947508.1	UL
XM_003761601.4	PI
XM_031961291.1	I
XM_031946165.1	I
XM_031938200.1	I
XM_031944818.1	I
XM_031947022.1	I
XM_031947931.1	I
XM_031965963.1	I
XM_031938916.1	I
XM_031937060.1	I
XM_012542304.3	I
XM_012541319.3	I
XM_031946778.1	I
XM_031946992.1	I
XM_031946652.1	I
XM_031948727.1	I
XM_003761969.3	I
XM_031952110.1	I
XM_031943842.1	I
XM_031939861.1	I
XM_031945924.1	I
XM_031946279.1	PI
XM_031960905.1	I
XM_023497654.2	M
XM_031937701.1	I
XM_031941008.1	UL
XM_012544067.3	I
XM_031960973.1	I
XM_031947255.1	I
XM_012542907.2	I
XM_031963933.1	PI
XM_031946040.1	I
XM_031952106.1	I
XM_003759966.2	I
XM_031940328.1	I
XM_031968594.1	I
XM_012541260.3	I
XM_031938511.1	I
XM_031948484.1	I
XM_031946249.1	I
XM_031938575.1	I
XM_031947324.1	I
XM_031948691.1	I
XM_031945371.1	PI
XM_031966732.1	M
XM_031938275.1	I
XM_031945398.1	I
XM_031966049.1	I
XM_031946090.1	I
XM_031946307.1	I
XM_031946392.1	I
XM_031947402.1	UL
XM_031940956.1	I
XM_031955085.1	I
XM_031946310.1	PI
XM_031946017.1	I
XM_031946807.1	PI
XM_031949043.1	M
XM_031946328.1	I
XM_003761501.4	I
XM_031952174.1	I
XM_031965375.1	I
XM_031948762.1	PI
XM_031947237.1	I
XM_031946997.1	I
XM_031946543.1	I
XM_012543331.3	I
XM_031948319.1	PI
XM_031946921.1	I
XM_031953714.1	UL
XM_031946898.1	I
XM_012541519.2	I
XM_031940204.1	I
XM_031948761.1	PI
XM_012543385.2	I
XM_003762649.3	I
XM_031948458.1	I
XM_031950641.1	PI
XM_003760069.4	I
XM_003759533.4	PI
XM_031962230.1	I
XM_031947375.1	PI
XM_031948858.1	M
XM_003762795.2	I
XM_031947733.1	I
XM_031947558.1	I
XM_012541153.3	PI
XM_012541998.3	I
XM_031947726.1	PI
XM_031955462.1	I
XM_031946230.1	PI
XM_031946452.1	I
XM_031948960.1	PI
XM_031947771.1	I
XM_031947740.1	PI
XM_012541320.3	I
XM_012542826.3	I
XM_023496390.2	I
XM_003761368.3	I
XM_031968117.1	I
XM_003760729.4	I
XM_031947192.1	I
XM_031951046.1	PI
XM_031948516.1	I
XM_031956553.1	I
XM_031946493.1	I
XM_023498083.2	I
XM_031945401.1	I
XM_031945835.1	PI
XM_031945617.1	I
XM_031945413.1	M
XM_031942980.1	I
XM_031965396.1	I
XM_031948505.1	I
XM_031947176.1	I
XM_031945892.1	PI
XM_031960488.1	I
XM_031947104.1	I
XM_031947265.1	I
XM_003760673.3	I
XM_031945654.1	M
XM_031965254.1	PI
XM_031957210.1	I
XM_031958620.1	I
XM_031958567.1	I
XM_012542267.3	I
XM_031947037.1	I
XM_031948191.1	PI
XM_031967228.1	I
XM_031945374.1	UL
XM_031947199.1	I
XM_031960370.1	I
XM_023498279.2	I
XM_031946463.1	I
XM_003760993.4	I
XM_031948895.1	UL
XM_031943848.1	I
XM_012543671.3	I
XM_031953751.1	PI
XM_023496131.2	I
XM_031948348.1	PI
XM_031946683.1	I
XM_031938442.1	M
XM_012541073.3	I
XM_003763010.2	I
XM_031967360.1	I
XM_031956495.1	I
XM_031947874.1	I
XM_031945409.1	I
XM_031959663.1	PI
XM_031945906.1	I
XM_031946771.1	PI
XM_031960757.1	PI
XM_031947885.1	I
XM_012541887.3	PI
XM_031946773.1	PI
XM_031952577.1	PI
XM_031946620.1	M
XM_012543229.3	I
XM_031967251.1	I
XM_031946380.1	I
XM_031946730.1	I
XM_012542252.3	I
XM_031957207.1	I
XM_031947051.1	I
XM_031963698.1	I
XM_031947975.1	I
XM_031948199.1	PI
XM_023497861.2	PI
XM_031946838.1	I
XM_003761112.3	I
XM_031946699.1	I
XM_031949026.1	M
XM_031952561.1	I
XM_031948457.1	I
XM_031938422.1	M
XM_031948346.1	I
XM_012541656.3	I
XM_031961166.1	I
XM_031949125.1	M
XM_003760623.4	I
XM_003761651.2	I
XM_023496182.2	I
XM_003761771.4	M
XM_031948835.1	I
XM_031945431.1	PI
XM_031957690.1	I
XM_031954894.1	I
XM_031947802.1	PI
XM_031946806.1	I
XM_003759730.3	PI
XM_031958593.1	I
XM_031966363.1	I
XM_031950990.1	I
XM_031964152.1	I
XM_003761960.4	I
XM_031948386.1	I
XM_003762386.3	I
XM_031946336.1	I
XM_012543334.3	I
XM_023497910.2	I
XM_031941214.1	I
XM_031950349.1	PI
XM_012542451.3	I
XM_031948202.1	PI
XM_031944755.1	I
XM_031943940.1	I
XM_031966081.1	I
XM_031943207.1	I
XM_031951136.1	PI
XM_031953685.1	I
XM_012541526.3	I
XM_031946278.1	PI
XM_031953545.1	M
XM_023498272.2	I
XM_023496440.2	I
XM_031947601.1	I
XM_023496349.2	I
XM_003761579.4	I
XM_031945652.1	M
XM_003759351.2	I
XM_012543989.2	I
XM_031948741.1	I
XM_031956378.1	I
XM_031945853.1	I
XM_031961404.1	I
XM_003762355.3	I
XM_031947099.1	I
XM_003762362.1	I
XM_023498156.2	I
XM_031946247.1	I
XM_012541361.3	I
XM_023495899.2	I
XM_031948128.1	UL
XM_023498169.2	I
XM_023498189.2	I
XM_023497092.2	I
XM_023497381.2	I
XM_031945378.1	UL
XM_031948621.1	I
XM_031946645.1	I
XM_023498782.2	UL
XM_031945865.1	I
XM_003762113.4	I
XM_003760247.4	I
NM_001291487.1	I
XM_023496671.2	UL
XM_031956395.1	I
XM_023496731.2	I
XM_012542865.3	I
XM_031945369.1	I
XM_031964391.1	I
XM_031946245.1	I
XM_003761594.2	I
XM_031945884.1	I
XM_031953517.1	I
XM_031947566.1	I
XM_031942273.1	I
XM_031954480.1	I
XM_031948155.1	I
XM_003761298.4	I
XM_031946860.1	I
XM_003761179.4	I
XM_031945277.1	I
XM_031958414.1	I
XM_031947179.1	I
XM_031948854.1	M
XM_031947077.1	I
XM_031939717.1	I
XM_031946028.1	I
XM_031954471.1	I
XM_012543230.3	I
XM_012543160.3	I
XM_003759776.4	I
XM_031947679.1	I
XM_031966776.1	I
XM_031947030.1	I
XM_031946974.1	I
XM_031964551.1	I
XM_031965535.1	I
XM_031955233.1	I
XM_031949006.1	M
XM_023497877.2	PI
XM_012541888.3	PI
XM_031946948.1	I
XM_012543600.3	I
XM_031964182.1	I
XM_031948846.1	M
XM_031956093.1	I
XM_031948660.1	I
XM_023496240.2	PI
XM_031944857.1	I
XM_003761936.3	I
XM_031945477.1	I
XM_031941158.1	I
XM_031946720.1	I
XM_031960353.1	PI
XM_031963693.1	I
XM_023496862.2	I
XM_031953551.1	M
XM_031946229.1	I
XM_031948127.1	PI
XM_031945991.1	I
XM_031961183.1	I
XM_031948015.1	PI
XM_031947926.1	PI
XM_031946299.1	I
XM_003760678.4	I
XM_031946982.1	I
XM_031966582.1	I
XM_031945528.1	PI
XM_031945910.1	I
XM_003762885.4	I
XM_031947349.1	I
XM_031946068.1	I
XM_031946085.1	I
XM_031945670.1	I
XM_031948578.1	I
XM_003761890.3	I
XM_031948349.1	PI
XM_031947708.1	M
XM_031937304.1	I
XM_031963962.1	PI
XM_023497717.2	I
XM_031948617.1	I
XM_031946426.1	I
XM_031943090.1	I
XM_031938697.1	I
XM_031960961.1	I
XM_031945741.1	I
XM_023496668.2	I
XM_003761928.4	I
XM_031968887.1	I
XM_031957741.1	I
XM_031947386.1	PI
XM_003760031.4	I
XM_031945628.1	I
XM_012541195.3	I
XM_031947145.1	PI
XM_031957128.1	I
XM_031948982.1	PI
XM_031948616.1	I
XM_003763197.3	M
XM_031939011.1	I
XM_031940143.1	PI
XM_031957284.1	I
XM_031957283.1	I
XM_031962260.1	M
XM_003760096.4	I
XM_031946159.1	I
XM_031940161.1	PI
XM_031941409.1	I
XM_031947431.1	I
XM_031957611.1	I
XM_031946847.1	I
XM_031942686.1	I
XM_031948367.1	PI
XM_031947146.1	PI
XM_031939188.1	I
XM_031946991.1	I
XM_031968511.1	I
XM_031943686.1	I
XM_023496730.2	I
XM_012542036.3	I
XM_003760602.4	I
XM_031948254.1	M
XM_031945459.1	I
XM_031959683.1	PI
XM_031941023.1	I
XM_031947639.1	PI
XM_031937998.1	UL
XM_031947683.1	PI
XM_031945770.1	I
XM_031958843.1	I
XM_031947773.1	I
XM_003762011.4	I
XM_031947251.1	I
XM_012543362.3	I
XM_031946308.1	I
XM_031941912.1	I
XM_031947249.1	I
XM_031957212.1	I
XM_031946404.1	I
XM_031946174.1	UL
XM_031948487.1	I
XM_012541841.3	I
XM_031964203.1	I
XM_031940940.1	UL
XM_031955042.1	I
XM_031948228.1	PI
XM_023497384.2	I
XM_031946513.1	I
XM_023497176.2	I
XM_031961010.1	I
XM_023497085.2	I
XM_031948148.1	I
XM_031948110.1	I
XM_031946940.1	I
XM_031947236.1	I
XM_031941319.1	I
XM_031946917.1	I
XM_031961034.1	I
XM_023497331.2	I
XM_023498021.2	I
XM_031946013.1	I
XM_031945850.1	I
XM_031967811.1	I
XM_031943528.1	I
XM_031963607.1	I
XM_031948840.1	I
XM_031948661.1	I
XM_031948517.1	I
XM_031948057.1	I
XM_012542691.3	I
XM_031962277.1	I
XM_003761802.3	I
XM_003762682.4	I
XM_031948058.1	I
XM_031959363.1	I
XM_031945433.1	PI
XM_031952230.1	PI
XM_031964507.1	M
XM_003760091.4	I
XM_031956968.1	I
XM_031946156.1	I
XM_031940964.1	UL
XM_031948080.1	I
XM_031944494.1	I
XM_031946429.1	I
XM_031948239.1	PI
XM_003760188.4	I
XM_031963971.1	PI
XM_023496432.2	I
XM_031948965.1	UL
XM_031966843.1	I
XM_012543336.3	I
XM_012541325.3	I
XM_031946809.1	PI
XM_031947024.1	I
XM_012542459.3	I
XM_031940865.1	I
XM_031947593.1	I
XM_031954667.1	I
XM_023496290.2	I
XM_023497046.2	I
XM_031946051.1	I
XM_031967476.1	I
XM_031946080.1	I
XM_031964155.1	I
XM_003762249.4	I
XM_031949051.1	M
XM_003762014.4	I
XM_023497068.2	I
XM_031957269.1	I
XM_031946363.1	I
XM_031936771.1	I
XM_031965300.1	I
XM_031946655.1	I
XM_031945463.1	I
XM_031948767.1	I
XM_031945513.1	I
XM_031947872.1	I
XM_003760865.2	I
XM_031947486.1	I
XM_023497174.2	I
XM_031948293.1	I
XM_031951673.1	PI
XM_003760046.2	I
XM_031947882.1	I
XM_031946457.1	I
XM_031961796.1	I
XM_003762314.3	I
XM_003759773.2	I
XM_031947529.1	I
XM_031946367.1	I
XM_003762973.4	I
XM_031948853.1	M
XM_031945672.1	I
XM_031947607.1	I
XM_031943523.1	PI
XM_023495858.2	PI
XM_012543079.3	PI
XM_003760316.2	I
XM_031940642.1	I
XM_031948582.1	I
XM_023496025.2	I
XM_031945454.1	I
XM_012543388.2	I
XM_031947925.1	PI
XM_031948644.1	M
XM_003762236.4	I
XM_031947102.1	I
XM_031946327.1	I
XM_031947579.1	I
XM_003761017.2	I
XM_012542665.2	PI
XM_003760668.4	I
XM_012543143.3	I
XM_012542897.3	PI
XM_031947083.1	I
XM_012541501.3	I
XM_003761935.4	I
XM_003759343.4	I
XM_031958460.1	I
XM_031940998.1	I
XM_031947499.1	I
XM_023495746.2	UL
XM_031951862.1	PI
XM_031946953.1	I
XM_012544068.3	I
XM_023496071.2	I
XM_031947115.1	I
XM_031947748.1	I
XM_031955098.1	I
XM_031945986.1	I
XM_003759645.2	I
XM_031951565.1	PI
XM_031946482.1	I
XM_031946049.1	I
XM_003761837.4	I
XM_031969303.1	I
XM_031962246.1	I
XM_031946402.1	I
XM_003762253.3	I
XM_031946285.1	I
XM_031948510.1	I
XM_003760973.4	I
XM_031940228.1	PI
XM_023496493.2	I
XM_031966417.1	I
XM_023496153.2	I
XM_031946748.1	PI
XM_031947023.1	I
XM_031946596.1	I
XM_023497516.2	I
XM_031964993.1	I
XM_031938467.1	PI
XM_012542080.3	I
XM_023496464.2	I
XM_031948253.1	I
XM_031946593.1	M
XM_031958362.1	PI
XM_031951996.1	I
XM_031960492.1	I
XM_031942843.1	I
XM_031946016.1	I
XM_023498457.2	PI
XM_031943518.1	PI
XM_031957756.1	I
XM_031945403.1	I
XM_023496286.2	I
XM_031958918.1	I
XM_012541338.3	I
XM_031939700.1	I
XM_031948702.1	I
XM_031946039.1	I
XM_031946903.1	I
XM_031959678.1	PI
XM_003759968.4	I
XM_031948173.1	UL
XM_031952936.1	I
XM_012543354.2	I
XM_031962864.1	M
XM_031945444.1	I
XM_031945427.1	I
XM_031945997.1	I
XM_031949675.1	I
XM_003761530.4	I
XM_031945714.1	I
XM_003760664.2	I
XM_031946910.1	I
XM_031947101.1	I
XM_012543697.3	PI
XM_031945967.1	I
XM_012541787.3	I
XM_031939753.1	PM
XM_031947617.1	UL
XM_031948512.1	I
XM_031945400.1	I
XM_031954958.1	I
XM_031953110.1	I
XM_031938372.1	I
XM_031943861.1	I
XM_003759828.2	I
XM_031963137.1	I
XM_023497651.2	I
XM_012543105.3	I
XM_031945726.1	I
XM_031945757.1	I
XM_031944880.1	I
XM_031959884.1	I
XM_031945606.1	I
XM_023498785.2	UL
XM_023497811.2	I
XM_023495994.2	I
XM_023496644.2	I
XM_012541600.3	I
XM_012542309.2	I
XM_031952966.1	I
XM_031946863.1	I
XM_012543444.3	I
XM_031948860.1	M
XM_031958569.1	I
XM_031947585.1	PI
XM_031962770.1	I
XM_031956956.1	I
XM_023496767.2	I
XM_031945416.1	I
XM_031945707.1	I
XM_023498097.2	I
XM_031967116.1	I
XM_003761886.4	PI
XM_031947538.1	I
XM_023496092.2	I
XM_031945736.1	I
XM_012543505.2	I
XM_031948347.1	PI
XM_031960815.1	M
XM_023497535.2	PI
XM_031961387.1	I
XM_031960852.1	I
XM_031946030.1	I
XM_031947766.1	I
XM_031947655.1	UL
XM_031948511.1	I
XM_031947358.1	PI
XM_031947560.1	M
XM_031946579.1	I
XM_031938502.1	I
XM_003761020.4	I
XM_031955455.1	I
XM_023496322.2	I
XM_031945995.1	I
XM_031946282.1	I
XM_003762120.3	I
XM_031945326.1	I
XM_031944299.1	I
XM_031947181.1	I
XM_003762418.4	I
XM_031947751.1	I
XM_031948932.1	PM
XM_031960793.1	M
XM_012542849.3	I
XM_031947982.1	I
XM_003761557.4	I
XM_023498593.2	I
XM_031948816.1	I
XM_023497893.2	I
XM_012542366.3	I
XM_031947057.1	I
XM_031945418.1	I
XM_031953362.1	PI
XM_003761095.4	I
XM_031945372.1	UL
XM_003760675.4	I
XM_031947635.1	PI
XM_031947535.1	I
XM_031948518.1	I
XM_031969044.1	I
XM_012543112.2	I
XM_031946146.1	I
XM_031940556.1	I
XM_003760733.4	I
XM_003762557.3	I
XM_031946866.1	I
XM_031947658.1	PI
XM_003760465.3	I
XM_031947370.1	I
XM_031942412.1	I
XM_031948471.1	I
XM_031955511.1	I
XM_031948296.1	I
XM_031945456.1	I
XM_031948321.1	M
XM_031953915.1	I
XM_031945368.1	I
XM_031945458.1	I
XM_031942953.1	I
XM_031954873.1	I
XM_031945632.1	I
XM_031948209.1	I
XM_031955169.1	I
XM_003759983.4	I
XM_031945923.1	UL
XM_031947470.1	I
XM_003759378.2	I
XM_031946980.1	I
XM_031939027.1	I
XM_031946870.1	I
XM_031947738.1	PI
XM_031947540.1	I
XM_012541621.3	UL
XM_031955706.1	I
XM_031947776.1	I
XM_031948581.1	I
XM_023498187.2	I
XM_031956777.1	UL
XM_031944470.1	I
XM_031957642.1	I
XM_031948455.1	I
XM_031955065.1	I
XM_031947110.1	I
XM_003760902.4	I
XM_031938283.1	I
XM_031945475.1	I
XM_023497858.2	I
XM_031965910.1	I
XM_031946943.1	I
XM_012542882.3	I
XM_031966245.1	I
XM_031941990.1	I
XM_031947636.1	PI
XM_031955952.1	I
XM_031963691.1	M
XM_031966990.1	PI
XM_031948472.1	I
XM_031946019.1	I
XM_031948416.1	I
XM_012543495.3	I
XM_031968329.1	I
XM_003762957.4	I
XM_023496848.2	PI
XM_031951851.1	PI
XM_003761491.4	I
XM_031946914.1	I
XM_023496338.2	I
XM_031948387.1	I
XM_031946295.1	I
XM_012542280.3	I
XM_003759710.2	I
XM_031954586.1	M
XM_031948335.1	PI
XM_031946496.1	I
XM_003759820.2	I
XM_031957221.1	I
XM_031947088.1	I
XM_031947818.1	I
XM_031946442.1	I
XM_031966256.1	I
XM_012541955.3	I
XM_023497780.2	I
XM_003759418.4	I
XM_031952645.1	I
XM_031947774.1	I
XM_031947929.1	I
XM_031945634.1	I
XM_003759758.3	I
XM_031947736.1	PI
XM_031948488.1	I
XM_031945875.1	I
XM_031949081.1	L
XM_031964598.1	I
XM_031939676.1	I
XM_031944554.1	I
XM_031948669.1	PI
XM_031942966.1	UL
XM_031938475.1	PI
XM_031948043.1	I
