""	"clade"	"mdl"	"fgspecies"	"bgspecies"	"om0"	"lnlm0"	"npm0"	"ombnfg"	"ombnbg"	"lnlbn"	"npbn"	"ombffg"	"ombfbg"	"lnlbf"	"npbf"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"11"	"VWA7"	"F1x4"	"Macropus_fuliginosus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.3725	-12572.9409	41	532.77997	0.3725	-12572.940608	42	0.974496984261842	0.980720124972508	0.990695357965192	0.982195954800605
"12"	"VWA7"	"F3x4"	"Macropus_fuliginosus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37907	-12561.123367	41	200.0965	0.37907	-12561.123118	42	0.976550456191819	0.982195954800605	0.990695357965192	0.982195954800605
"13"	"VWA7"	"F1x4"	"Macropus_giganteus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37123	-12572.497761	41	0.76601	0.37122	-12572.432933	42	0.313381129408711	0.718788976787002	0.628007371909732	0.859366042439513
"14"	"VWA7"	"F3x4"	"Macropus_giganteus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37777	-12560.671611	41	0.77974	0.37776	-12560.615042	42	0.313227869515298	0.736599464948154	0.628007371909732	0.859366042439513
"15"	"VWA7"	"F1x4"	"Macrotis_lagotis"	"Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37952	-12598.635274	41	0.31331	0.37952	-12572.284559	42	0.251830538433613	3.88308279268109e-13	0.58760458967843	1.63089477292606e-11
"16"	"VWA7"	"F3x4"	"Macrotis_lagotis"	"Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.38637	-12586.007407	41	0.31872	0.38624	-12560.465278	42	0.251213237726977	8.84850635210029e-13	0.58760458967843	1.85818633394106e-11
"17"	"VWA7"	"F1x4"	"Monodelphis_domestica"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37167	-12580.632518	41	0.34453	0.37367	-12572.895594	42	0.76284651804145	8.36547118858365e-05	0.906344750296235	0.000270269069169626
"18"	"VWA7"	"F3x4"	"Monodelphis_domestica"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37817	-12568.473641	41	0.3503	0.38028	-12561.077531	42	0.761602074429858	0.000120029677913926	0.906344750296235	0.000360089033741778
"19"	"VWA7"	"F1x4"	"Myrmecobius_fasciatus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.3616	-12576.51799	41	0.53092	0.36207	-12570.945964	42	0.0457626439751693	0.000843015439127951	0.208613276093507	0.00196703602463189
"20"	"VWA7"	"F3x4"	"Myrmecobius_fasciatus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.36798	-12564.295107	41	0.54209	0.36839	-12559.103726	42	0.0444430907808029	0.00127197272277964	0.208613276093507	0.00267114271783724
"21"	"VWA7"	"F1x4"	"Notamacropus_eugenii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37133	-12573.799774	41	0.48755	0.37145	-12572.794127	42	0.587678728068872	0.156132097909314	0.8792580982003	0.198713579157309
"22"	"VWA7"	"F3x4"	"Notamacropus_eugenii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37784	-12561.911549	41	0.50192	0.37793	-12560.95866	42	0.565788660764141	0.167433000388437	0.8792580982003	0.206829000479834
"23"	"VWA7"	"F1x4"	"Phalanger_gymnotis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37683	-12583.525169	41	0.2481	0.37721	-12571.931265	42	0.155268997231182	1.46925881469497e-06	0.407581117731853	8.81555288816982e-06
"24"	"VWA7"	"F3x4"	"Phalanger_gymnotis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.38357	-12571.442703	41	0.25136	0.38393	-12560.093681	42	0.151236171809384	1.89560730901336e-06	0.407581117731853	9.95193837232014e-06
"25"	"VWA7"	"F1x4"	"Potorous_gilbertii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.36944	-12575.337518	41	0.48897	0.36954	-12572.505639	42	0.350689677125225	0.0173189758917315	0.628007371909732	0.0250826547397491
"26"	"VWA7"	"F3x4"	"Potorous_gilbertii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37577	-12563.194931	41	0.50627	0.37585	-12560.630213	42	0.320556638870361	0.0235233702374537	0.628007371909732	0.0329327183324352
"27"	"VWA7"	"F1x4"	"Pseudocheirus_occidentalis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37666	-12582.189753	41	0.22261	0.37714	-12571.693575	42	0.114201992638013	4.6111948156971e-06	0.342605977914039	2.15189091399198e-05
"28"	"VWA7"	"F3x4"	"Pseudocheirus_occidentalis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.38341	-12570.178031	41	0.22507	0.38387	-12559.845937	42	0.109930093442093	5.47301189754324e-06	0.342605977914039	2.29866499696816e-05
"29"	"VWA7"	"F1x4"	"Pseudochirops_corinnae"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941154	41	1	0.37335	-12576.213251	41	0.29547	0.37353	-12572.814901	42	0.615316027333049	0.00913265198153014	0.8792580982003	0.0142063475268247
"30"	"VWA7"	"F3x4"	"Pseudochirops_corinnae"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37994	-12564.274823	41	0.30178	0.3801	-12561.001651	42	0.621476356186384	0.0105099903007741	0.8792580982003	0.0157649854511612
"31"	"VWA7"	"F1x4"	"Pseudochirops_cupreus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37517	-12577.250586	41	0.09125	0.37556	-12570.882816	42	0.042464189157994	0.000358772222484233	0.208613276093507	0.00100456222295585
"32"	"VWA7"	"F3x4"	"Pseudochirops_cupreus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.38182	-12565.349216	41	0.09258	0.38222	-12559.052415	42	0.0418250464829199	0.000387069463143208	0.208613276093507	0.00101605734075092
"33"	"VWA7"	"F1x4"	"Sarcophilus_harrisii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.36888	-12570.963555	41	1.04394	0.36887	-12570.960438	42	0.0465560198650274	0.937067872191523	0.208613276093507	0.982195954800605
"34"	"VWA7"	"F3x4"	"Sarcophilus_harrisii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37544	-12559.20115	41	1.04921	0.37544	-12559.197265	42	0.0496698276413112	0.929759361489912	0.208613276093507	0.982195954800605
"35"	"VWA7"	"F1x4"	"Sminthopsis_crassicaudata"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.37075	-12577.257844	41	0.42616	0.37089	-12572.823756	42	0.6280414987145	0.00290184940747525	0.8792580982003	0.0058036988149505
"36"	"VWA7"	"F3x4"	"Sminthopsis_crassicaudata"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.37907	-12561.12355	41	1	0.37733	-12565.250768	41	0.4341	0.37742	-12561.004468	42	0.625535326751744	0.00356593849145907	0.8792580982003	0.00680770075642186
"37"	"VWA7"	"F1x4"	"Thylacinus_cynocephalus"	"Macrotis_lagotis,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.3725	-12572.941119	41	1	0.36263	-12574.784164	41	0.5545	0.36315	-12570.957794	42	0.0464100169222968	0.00566861591008142	0.208613276093507	0.00952327472893679
