""	"clade"	"mdl"	"fgspecies"	"bgspecies"	"om0"	"lnlm0"	"npm0"	"ombnfg"	"ombnbg"	"lnlbn"	"npbn"	"ombffg"	"ombfbg"	"lnlbf"	"npbf"	"pvalm0_bfree"	"pavalbne_bfree"	"adjusted_pvalm0_bfree"	"adjusted_pavalbne_bfree"
"11"	"SAMD9"	"F1x4"	"Macropus_fuliginosus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50894	-25703.951654	41	0.51792	0.50891	-25703.712791	42	0.984820126785151	0.489454154660099	0.984820126785151	0.514877156163766
"12"	"SAMD9"	"F3x4"	"Macropus_fuliginosus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.50888	-25753.723894	41	0.51883	0.50885	-25753.486025	42	0.983188773014581	0.490359196346444	0.984820126785151	0.514877156163766
"13"	"SAMD9"	"F1x4"	"Macropus_giganteus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50727	-25702.41205	41	2.73537	0.50734	-25701.834479	42	0.0525872894789434	0.282475330138204	0.220866615811562	0.319717527446857
"14"	"SAMD9"	"F3x4"	"Macropus_giganteus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.5072	-25752.182584	41	2.74347	0.50727	-25751.602086	42	0.0522320069594716	0.28125907455369	0.220866615811562	0.319717527446857
"15"	"SAMD9"	"F1x4"	"Macrotis_lagotis"	"Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.52759	-25735.283169	41	0.38106	0.52515	-25699.985079	42	0.00632328616027234	4.38365064444813e-17	0.0442630031219064	9.20566635334107e-16
"16"	"SAMD9"	"F3x4"	"Macrotis_lagotis"	"Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.52824	-25785.307963	41	0.37859	0.52545	-25749.599621	42	0.00530255019624829	2.89216239981424e-17	0.0442630031219064	9.20566635334107e-16
"17"	"SAMD9"	"F1x4"	"Monodelphis_domestica"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50383	-25707.473936	41	0.58462	0.50556	-25703.398754	42	0.4279295803197	0.004305251858657	0.665668236052867	0.00753419075264975
"18"	"SAMD9"	"F3x4"	"Monodelphis_domestica"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Gracilinanus_agilis"	0.50886	-25753.486246	41	1	0.50415	-25757.537784	41	0.57633	0.50584	-25753.232554	42	0.476273500546484	0.00334237877019181	0.714410250819726	0.00610347427600244
"19"	"SAMD9"	"F1x4"	"Myrmecobius_fasciatus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50565	-25706.763922	41	0.60434	0.50549	-25703.254502	42	0.338279713145159	0.00806564667723142	0.56025484023691	0.0135502864177488
"20"	"SAMD9"	"F3x4"	"Myrmecobius_fasciatus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.50554	-25756.432046	41	0.60746	0.50531	-25752.999576	42	0.323848105706959	0.00879031995137643	0.56025484023691	0.0141997476137619
"21"	"SAMD9"	"F1x4"	"Notamacropus_eugenii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50241	-25698.992815	41	1.86195	0.50245	-25697.830665	42	0.000603673996265404	0.127367505024667	0.0135209716383855	0.170505081435158
"22"	"SAMD9"	"F3x4"	"Notamacropus_eugenii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.50238	-25748.819988	41	1.86115	0.50243	-25747.67319	42	0.000650322794552088	0.129908633474406	0.0135209716383855	0.170505081435158
"23"	"SAMD9"	"F1x4"	"Phalanger_gymnotis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.51022	-25709.19447	41	0.46751	0.51007	-25703.636956	42	0.696601020565586	0.000856310318701707	0.79073629361499	0.0020291553376223
"24"	"SAMD9"	"F3x4"	"Phalanger_gymnotis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.51019	-25758.952222	41	0.46706	0.51002	-25753.409029	42	0.694331697500801	0.000869638001838127	0.79073629361499	0.0020291553376223
"25"	"SAMD9"	"F1x4"	"Potorous_gilbertii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.51126	-25710.230512	41	0.44728	0.51077	-25703.522533	42	0.537133719823371	0.000249492713655107	0.751987207752719	0.00104786939735145
"26"	"SAMD9"	"F3x4"	"Potorous_gilbertii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.51133	-25760.053026	41	0.44534	0.51076	-25753.283432	42	0.524195920109042	0.000233633454320496	0.751987207752719	0.00104786939735145
"27"	"SAMD9"	"F1x4"	"Pseudocheirus_occidentalis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.5103	-25709.900529	41	0.46456	0.51033	-25703.614551	42	0.657282059262552	0.000391578524956145	0.79073629361499	0.00137052483734651
"28"	"SAMD9"	"F3x4"	"Pseudocheirus_occidentalis"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.51052	-25759.900079	41	0.45701	0.51052	-25753.349759	42	0.601342396771656	0.000295194910585261	0.765344868618471	0.00112710784041645
"29"	"SAMD9"	"F1x4"	"Pseudochirops_corinnae"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.51188	-25708.740373	41	0.33686	0.51171	-25702.810072	42	0.179012881766071	0.000573340078081081	0.417696724120832	0.00172002023424324
"30"	"SAMD9"	"F3x4"	"Pseudochirops_corinnae"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.51188	-25758.511635	41	0.33568	0.51166	-25752.573364	42	0.176628464149441	0.000568453859935025	0.417696724120832	0.00172002023424324
"31"	"SAMD9"	"F1x4"	"Pseudochirops_cupreus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.51163	-25708.247902	41	0.31419	0.51168	-25702.69546	42	0.153711758153088	0.000861006743850779	0.404685284359508	0.0020291553376223
"32"	"SAMD9"	"F3x4"	"Pseudochirops_cupreus"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.51158	-25758.018413	41	0.31441	0.51163	-25752.470977	42	0.154165822613146	0.000865667586782099	0.404685284359508	0.0020291553376223
"33"	"SAMD9"	"F1x4"	"Sarcophilus_harrisii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50986	-25705.786379	41	0.39682	0.50981	-25703.541748	42	0.558419586738466	0.0341083990887616	0.756568472355341	0.0493983710940685
"34"	"SAMD9"	"F3x4"	"Sarcophilus_harrisii"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.50975	-25755.510362	41	0.40352	0.50969	-25753.336517	42	0.584221150432418	0.0370591799173482	0.765344868618471	0.0518828518842875
"35"	"SAMD9"	"F1x4"	"Sminthopsis_crassicaudata"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50849	-25708.1206	41	0.53449	0.50815	-25703.683045	42	0.806726848388781	0.00289084822549455	0.84706319080822	0.00567698648869424
"36"	"SAMD9"	"F3x4"	"Sminthopsis_crassicaudata"	"Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50886	-25753.486247	41	1	0.50845	-25757.865171	41	0.53565	0.50805	-25753.453391	42	0.797685595846254	0.00297365958931603	0.84706319080822	0.00567698648869424
"37"	"SAMD9"	"F1x4"	"Thylacinus_cynocephalus"	"Macrotis_lagotis,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Phalanger_gymnotis,Trichosurus_vulpecula,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Lagorchestes_hirsutus,Pseudochirops_cupreus,Pseudochirops_corinnae,Pseudocheirus_occidentalis,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis"	0.50893	-25703.712972	41	1	0.50309	-25705.600133	41	0.65291	0.50281	-25702.520011	42	0.12243263898086	0.013065318430863	0.402338358890418	0.0203238286702313
